global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_08
719.6112978541099	n/a	n/a	517840.4199992765	783.1347818916533	n/a	n/a	613300.0866084874	701.5203406725453	n/a	492130.78837732406	n/a	707.0619378412856	516.7919663874993	n/a	n/a	n/a	n/a	-0.0392374041	-0.0734015389	-0.0314289522	0.0733830488	0.1332188457	-0.0202110527	-0.1263155068	0.1193820532	-0.0570443895	0.0208214744	-0.251160444	0.0889718119	-0.0721003638	-0.1108668874	0.119993134	-0.0025879214	0.021317914	-0.061407927	0.0226102087	-0.0320506	n/a	0.0010272409603599	n/a	0.0235926	n/a	n/a	0.0005566107747599	-0.0886919999999999	n/a	n/a	0.0078662708639999	0.000268878	n/a	7.2295378884e-08	n/a	-0.0	n/a	n/a	0.0	0.000811513	n/a	n/a	6.58553349169e-07	0.0	0.0	0.0	0.0	0.0	-0.07050810174	-0.8310994859	-0.1310466151	-0.4140094057
719.772231726465	0.1609338723550308	0.0258997112711853	518072.065564496	783.8607831379767	0.7260012463233352	0.527077809663036	614437.7273416821	701.4093529380109	-0.110987734534433	491975.0803889192	0.0123182772170857	706.4825371275323	515.255573486826	0.965204	15.328231	0.23073835	0.116968	-0.0817210104	-0.0505705511	0.0905834528	0.0032605006	0.1639816314	0.0622964045	-0.1461064892	0.1825550545	-0.0272060602	0.0364684896	-0.4243896513	0.0275880463	-0.153346129	-0.1076682462	0.161236209	0.0673226274	0.0532249852	-0.0061989527	0.0787905892	-0.0573994	-0.0253488	0.00329469112036	0.00064256166144	0.0422347	0.0186421	0.00034752789241	0.00178376988409	-0.02166	0.0670319999999999	0.0044932890239999	0.0004691555999999	-0.000901405	-0.001170283	8.125309740249999e-07	1.369562300089e-06	-0.000263392	-0.000263392	6.9375345664e-08	6.9375345664e-08	-0.000149121	-0.000960634	9.22817681956e-07	2.2237072641e-08	0.0	0.0	0.0	0.0	0.0	-0.4594573078	-1.037998748	-0.1767128592	-0.5726006698
720.6429865595264	0.8707548330614827	0.7582139792999306	519326.3140774338	784.4892923707511	0.6285092327743769	0.3950238556826358	615423.4498443617	701.3478335064653	-0.0615194315455482	491888.7835642126	0.0037846404576874	706.9365851665267	516.2307617526983	1.106096	17.565702	0.2275991455	0.105147	-0.1071526845	0.0403662594	0.0392786675	0.0154603843	0.1838237395	-0.0154733392	-0.1722026979	0.171111422	0.0125142453	0.2827043009	-0.0351138077	-0.1400830097	-0.2697606682	-0.1372281481	0.1740595248	-0.012740034	0.0807247301	0.0720506462	0.3427165312	0.00817733	0.06557673	6.68687259289e-05	0.0043003075174929	-4.02655e-05	-0.0422749655	0.0017871727080261	1.62131049025e-09	0.0139325	0.0355925	0.0012668260562499	0.00019411455625	0.000518302	0.001419707	2.68636963204e-07	2.015567965849e-06	-0.0	0.000263392	6.9375345664e-08	0.0	-0.000149121	0.0	0.0	2.2237072641e-08	0.0	0.0	0.0	0.0	0.0	-1.01220206	-1.223181559	0.5580621709	0.2566713312
719.8428399803009	-0.8001465792254976	0.6402345482462655	518173.7142709051	788.9335834711552	4.444291100404143	19.751723385131477	622416.1991286383	701.0590126389233	-0.2888208675420856	491483.739202262	0.0834174935277629	707.1041128060722	515.4249796177791	1.041318	16.536974	0.1125665055	0.0652782	-0.0831543598	0.0057935824	-0.00918099	0.0971104624	-0.0769417628	0.2634285224	-0.1910729972	0.124330776	0.0732588007	0.2649785205	0.1566545762	-0.0746371432	-0.3106870527	-0.1238375495	0.1117726215	-0.0677546509	0.1254458913	0.3303277133	0.2455253607	-0.0079617999999999	-0.0161391299999998	6.339025923999839e-05	0.0002604715171568	0.0471484	0.0471886655	0.0022267701516708	0.00222297162256	-0.00987081	-0.02380331	0.0005665975669561	9.74328900561e-05	0.00102701	0.000508708	1.0547495401000005e-06	2.587838292640001e-07	-0.0	0.0	0.0	0.0	-0.000149121	0.0	0.0	2.2237072641e-08	0.0	0.0	0.0	0.0	0.0	-0.7414277796	-1.050162522	0.708714494	0.7717629187
717.5853371747635	-2.257502805537456	5.0963189170094845	514928.716128219	781.2708866041327	-7.662696867022532	58.71692327587694	610384.1982552075	700.8543239947128	-0.2046886442104778	491196.7834620858	0.0418974410687235	707.6276709733103	517.830172069161	1.204471	19.127985	0.10843299	0.0842138999999999	-0.0584838736	-0.2456782045	0.013766595	0.0740029923	0.0290993707	0.5031330725	-0.197581098	0.071745718	0.0301820751	0.3064270551	0.3573130594	0.3520571027	0.3999235412	-0.1505588713	0.1337358274	-0.0530821333	0.0176943266	0.3827967883	0.1328745607	-0.024992	-0.0170302000000001	0.000624600064	0.00029002771204	0.0434309	-0.0037174999999999	1.381980624999999e-05	0.00188624307481	-0.0174669	-0.00759609	5.77005832881e-05	0.00030509259561	-0.000574774	-0.001601784	3.303651510760001e-07	2.5657119826560007e-06	-0.0	0.0	0.0	0.0	-0.000149121	0.0	0.0	2.2237072641e-08	0.0	0.0	0.0	0.0	0.0	-0.3829936765	-0.989274997	0.5839308378	0.1808480293
716.1507790732161	-1.4345581015473954	2.057956946715267	512871.9383671744	777.5642899450803	-3.706596659052366	13.73885879289816	604606.2249977969	699.7310414614233	-1.1232825332895118	489623.53038468806	1.2617636495933031	706.8164700687075	516.1096800733512	1.163995	18.485191	0.159522645	0.0941999	-0.112298838	-0.2711311533	-0.0660838741	0.0149810199	0.2488549379	0.1327249171	-0.2449602453	0.1171475705	0.0337169063	-0.1041017503	0.0570692557	-0.1167229151	-0.2793418382	-0.197716465	0.1500827533	-0.0627428615	-0.0175491691	0.0949279254	-0.0525621442	-0.0190723	0.0059197	0.00036375262729	3.504284809e-05	-0.0192919	-0.0627228	0.0039341496398399	0.00037217740561	-0.00857745	0.00888945	7.90223213025e-05	7.357264850250001e-05	0.000930364	0.001505138	8.655771724960001e-07	2.265440399044e-06	2.7627e-05	2.7627e-05	7.63251129e-10	7.63251129e-10	-4.20721e-05	0.0001070489	1.145946699121e-08	1.77006159841e-09	0.0	0.0	0.0	0.0	0.0	-0.5406678749	-1.085943049	0.1016172789	0.5254055461
716.3933347500031	0.242555676786992	0.0588332563415957	513219.41007423	778.6703200298253	1.1060300847450435	1.2233025483611282	606327.4672953506	699.5094722101709	-0.2215692512523901	489313.5017117519	0.0490929331005447	706.2940841210703	504.1737486423018	1.12191	17.816851	0.18033447	0.0889929	-0.1504641855	-0.2566492922	0.0076720155	0.0614874738	0.3050813833	0.0639425536	-0.181490912	0.1265109571	-0.0668482807	-0.1800458226	-0.0477514054	-0.0027865662	0.2746979297	-0.1533494514	0.1866121835	0.0165948349	-0.0428171936	-0.1421080403	-0.1425224093	-0.0294402	-0.0103679	0.00086672537604	0.0001074933504099	0.0530533	0.0723452	0.00523382796304	0.00281465264089	-0.0384751	-0.0298976499999999	0.0008938694755224	0.00148033332001	-6.50775e-05	-0.0009954415	4.235081006249999e-09	9.9090377992225e-07	2.54592e-05	-2.167800000000003e-06	4.699356840000014e-12	6.481708646399998e-10	0.000314793	0.0003568651	1.2735269959801e-07	9.9094632849e-08	0.0	0.0	0.0	0.0	0.0	-0.6098949717	-0.8603859904	0.04509971664	0.3975356176
717.506438542183	1.1131037921799134	1.2390000521653035	514815.4893494874	779.2438712459664	0.573551216141027	0.3289609975368511	607221.0108744003	700.2849871572107	0.7755149470398237	490399.0632377748	0.6014234330821806	705.7845427073568	508.854394255095	0.954306	15.155162	0.04280941	0.0258932	-0.0899229036	-0.2370282432	0.003554163	0.0828707437	0.3182040797	-0.0106316347	-0.1481466688	0.0575758498	-0.0534878441	-0.2292973746	0.5123137214	-0.1380201904	0.0752981149	-0.1188825639	0.1631459796	0.024648198	0.0139367013	-0.2004754344	-0.2781715146	-0.0402069	-0.0107666999999999	0.0016165948076099	0.0001159218288899	0.0302117	-0.0228415999999999	0.0005217386905599	0.00091274681689	-0.039877	-0.0014019	1.9653236100000126e-06	0.001590175129	8.77687e-05	0.0001528462	7.70334469969e-09	2.3361960854440004e-08	2.54592e-05	0.0	0.0	6.481708646399998e-10	0.000311655	-3.138000000000023e-06	9.847044000000144e-12	9.712883902500001e-08	0.0	0.0	0.0	0.0	0.0	-0.4862598837	-0.5286774733	0.5133652621	0.2026420042
718.2764918634502	0.7700533212672553	0.5929821175947307	515921.1187636651	783.309010497576	4.065139251609594	16.52535713497701	613573.0059266916	701.626092710778	1.3411055535673313	492279.1739725933	1.7985641058091382	706.5717505214067	510.1152420484196	0.906922	14.40266	0.0545744349999999	0.0236324	-0.0750253005	-0.158958413	0.0773338905	0.0839306355	0.202140968	-0.1732944407	-0.1058131467	0.1787692444	0.1126352808	-0.1684897833	-0.0515549324	-0.1388991792	0.2640014886	-0.0622365387	0.2040096054	-0.0569154785	0.1454934717	-0.2430536662	-0.145925729	-0.0341503	0.0060565999999999	0.00116624299009	3.668240355999994e-05	0.0374696	0.0072578999999999	5.2677112409999966e-05	0.0014039709241599	-0.0534171	-0.0135401	0.00018333430801	0.00285338657241	-0.0002652	-0.0003529686999999	7.033104e-08	1.2458690317969e-07	2.54592e-05	0.0	0.0	6.481708646399998e-10	0.000110227	-0.0002014279999999	4.0573239183999997e-08	1.2149991529e-08	0.0	0.0	0.0	0.0	0.0	-0.441529867	-0.5193383677	0.2997232365	0.0537852734
718.6694538152236	0.3929619517733727	0.1544190955415384	516485.7838470718	784.7526815887649	1.4436710911888897	2.084186219534519	615836.7712607573	701.0196997813473	-0.60639292943074	491428.6194815303	0.3677123848635943	707.0486693130381	510.17447175956113	0.952558	15.127404	0.076640605	0.0378719	-0.1123039935	-0.0558985359	0.0419855972	0.0692923921	0.1074603569	-0.2819439173	-0.1057035501	0.110114893	0.0249587688	-0.075093035	-0.0313493413	-0.0488364952	0.186755478	-0.0687256946	0.1419880534	-0.0433918932	0.2032885484	-0.2706012963	-0.0285063107	-0.0294515	0.0046988	0.00086739085225	2.207872144000003e-05	0.00629265	-0.03117695	0.0009720022113024	3.95974440225e-05	-0.0409885	0.0124286	0.00015447009796	0.0016800571322499	0.000143358	0.000408558	2.0551516164e-08	1.66919639364e-07	2.54592e-05	0.0	0.0	6.481708646399998e-10	-4.79401e-05	-0.0001581671	2.501683152241e-08	2.29825318801e-09	0.0	0.0	0.0	0.0	0.0	-0.6450174376	-0.6988398721	-0.1758770725	0.2074828947
