global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_09	aroma_motion_11
774.7933710133386	n/a	600304.767766213	n/a	1018.8667929333546	n/a	n/a	1038089.5417422992	758.0107583929823	n/a	n/a	574580.3098395042	810.104630400616	626.7730402692617	n/a	n/a	n/a	n/a	-0.0768772716	0.0997238323	-0.0358425957	-0.0916453614	0.0935645996	-0.0868764735	0.0416014558	-0.080075299	0.0350856406	0.1259038486	0.0	n/a	0.0	n/a	-3.80699e-06	n/a	1.4493172860099999e-11	n/a	-0.0413561	n/a	0.00171032700721	n/a	0.000103361	n/a	1.0683496321e-08	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3566466863	-0.2809109457	0.1974087161	1.514826012	0.3844805281	0.3727842179	-0.2193495673
772.8104867642314	-1.982884249107201	597236.0484527684	3.931829945357429	1014.9412869534576	-3.925505979897025	15.409597198207305	1030105.8159627408	757.1459851806076	-0.8647732123747573	0.7478327088409572	573270.0428751128	808.902465729783	607.2168967832979	1.032207	28.933558	0.1194836619899999	0.0617576	-0.2751922038	-0.0642581024	-0.0224948968	-0.0337559502	0.0434660708	-0.0900050745	-0.0512643888	-0.0437178393	0.0320364328	0.05623375	-0.02668	-0.02668	0.0007118223999999	0.0007118223999999	0.0268594	0.02686320699	0.0007214273683599	0.0007216318897875	-0.080554	-0.0391979	0.006488946916	0.00153647536441	0.000511901	0.00040854	2.6204263380100005e-07	1.6690493160000006e-07	8.4663e-05	8.4663e-05	7.167823569e-09	7.167823569e-09	-4.16481e-05	-4.16481e-05	1.73456423361e-09	1.73456423361e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.143687439	-1.961610208	-0.3045757782	-0.4005048301	0.5566704621	-0.7924548853	0.692726994
776.1483113901816	3.337824625950134	602406.2012738303	11.141073233599151	1011.656533941918	-3.2847530115395784	10.789602346818327	1023448.9426673752	757.2152179002443	0.0692327196367159	0.0047931694682961	573374.8862197144	807.4099627697564	662.4410727719281	1.394489	39.088604	0.498596795	0.233666	0.1071197474	-0.1486227277	-0.026701773	-0.1047037885	-0.0829952164	0.0392088368	0.031336506	-0.0525016874	0.0208397488	-0.0881769978	0.00800765	0.03468765	6.412245852249999e-05	0.0012032330625225	0.221558	0.1946986	0.049087947364	0.03790754484196	-0.15525	-0.074696	0.0241025625	0.005579492416	-0.00187464	-0.002386541	3.5142751295999994e-06	5.695577944680999e-06	0.00100549	0.0009208269999999	1.0110101401e-06	8.479223639289999e-07	-0.000624571	-0.0005829229	3.3979910734441e-07	3.90088934041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.3597776486	0.9724087277	-0.08117277159	-0.07116466307	-0.740233091	-0.3096625824	1.68582662
776.9676919898053	0.8193805996237415	603678.794395965	0.6713845670397622	1011.4965805004992	-0.1599534414187928	0.0255851034217152	1023125.332364203	755.7836778869046	-1.4315400133397134	2.0493068097926668	571208.9677602564	807.2114704059239	666.9565332762145	1.678928	47.061646	0.6939707649999999	0.393388	0.5861239779	-0.0201147429	-0.1186203026	-0.1717813064	-0.3284661469	0.1966767491	0.4317025595	-0.1438385188	-0.1254063197	-0.4358048554	0.0740167999999999	0.0660091499999998	0.0054784866822399	0.0043572078837224	-0.141994	-0.363552	0.020162296036	0.1321700567039999	-0.273049	-0.1177989999999999	0.074555756401	0.0138766044009999	-0.000514296	0.0013603439999999	2.64500375616e-07	1.850535798336e-06	0.0019044	0.00089891	3.62673936e-06	8.080391881000003e-07	4.83873e-05	0.0006729583	4.5287287353889e-07	2.34133080129e-09	1.0	0.0	0.0	0.0	0.0	0.0	-1.135234076	2.528695919	0.06861086098	0.1155509146	1.391494606	-0.4864387923	-2.464909597
776.0791901327988	-0.8885018570065313	602298.9093571808	0.7894355499040545	1010.3661417029018	-1.130438797597435	1.2778918751135346	1020839.7402996084	754.8950695725368	-0.8886083143677297	0.7896247363634579	569866.5660649253	810.2600291153652	666.0198009895814	2.156344	60.443977	1.0903879850000002	0.648619	0.0325877357	-0.7043273295	-0.1270457979	-0.0581340019	-0.5883066305	-0.4191567335	0.2749601606	-0.168302136	-0.6719856343	0.027101748	0.125272	0.0512552000000001	0.0156930739839999	0.00262709552704	0.12185	0.263844	0.0148474225	0.069613656336	-0.7659	-0.492851	0.58660281	0.242902108201	0.00415143	0.004665726	1.7234371044900003e-05	2.1768999107076e-05	0.00257747	0.00067307	6.643351600900001e-06	4.530232249e-07	0.000358347	0.0003099597	9.607501562409003e-08	1.28412572409e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.2725677432	-0.2762594298	-1.969066384	-0.3669751097	-2.075136894	0.993479209	-0.9969069419
764.6283965986854	-11.45079353411336	584656.5848850765	131.1206725608923	993.5107768895416	-16.85536481336021	284.1033229914615	987063.6637956604	745.1325797387808	-9.762489833756035	95.30620775418994	555222.5613881706	792.3968641108654	621.9223155303681	2.936713	82.318298	1.875655963	1.36987	-0.3637934332	0.2093619573	0.9535490675	0.9354926039	-0.1238340133	0.1937232621	0.0438374922	0.9456445803	-0.1348839793	-0.1443768412	0.000496587	-0.1247754129999999	2.465986485690001e-07	0.0155689036893205	0.0794833999999999	-0.0423666000000001	0.0063176108755599	0.00179492879556	0.509476	1.275376	0.259565794576	1.6265839413760002	-0.00214232	-0.00629375	4.5895349824e-06	3.961128906250001e-05	0.000325982	-0.002251488	1.06264264324e-07	5.069198214144001e-06	0.000240826	-0.000117521	1.3811185441000004e-08	5.7997162276e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.9941509164	-0.2851328121	3.299824125	-1.550447052	-2.463209306	-1.463744498	0.6078920543
771.8311028073889	7.202706208703489	595723.2512608701	51.87897672889579	981.5076943643536	-12.003082525188006	144.07399010647367	963357.3540964292	758.2760557938254	13.14347605504463	172.75096280953156	574982.5767902407	803.2671536807445	637.0845568917191	2.135784	59.867657	0.6848043055	0.500859	0.0318858124	0.1141560057	-0.0075412068	0.0094581726	0.2113513502	-0.0243025847	0.2598374351	0.0186078181	0.1014675458	0.1106928592	0.0133739	0.012877313	0.00017886120121	0.0001658251900999	0.0279613	-0.0515220999999999	0.00078183429769	0.0026545267884099	0.0251408	-0.4843352	0.00063205982464	0.23458058595904	-0.00100944	0.00113288	1.0189691135999998e-06	1.2834170944000003e-06	-0.00102601	-0.001351992	1.0526965200999998e-06	1.827882368064e-06	4.30415e-06	-0.00023652185	5.59425855274225e-08	1.85257072225e-11	0.0	0.0	0.0	1.0	0.0	0.0	-0.1970990249	-0.02062476855	-0.09474781863	2.798499241	-0.04059927759	-0.3843992177	-0.2621519581
771.1374697569095	-0.6936330504794341	594652.9972630885	0.4811268087174052	1002.7955901132916	21.287895748938013	453.1745054176531	1005598.9955506648	757.1489341319324	-1.1271216618930566	1.270403240708566	573274.5084571213	807.9560469856709	618.5640519875479	1.008017	28.255478	0.3352386275	0.1922	-0.1725128615	0.0733937899	-0.0164837707	0.0196711289	0.2009778546	-0.0852764441	-0.2343613168	0.0106351264	0.0673562398	0.2474682866	-0.0331159	-0.0464898	0.0010966628328099	0.00216130150404	-0.15417	-0.1821313	0.0237683889	0.0331718104396899	0.0542859	0.0291450999999999	0.0029469589388099	0.0008494368540099	-7.35126e-05	0.0009359274	5.404102358759999e-09	8.759600980707599e-07	-0.00159182	-0.00056581	2.5338909124000004e-06	3.2014095610000016e-07	-4.3407e-05	-4.771115e-05	2.2763538343225003e-09	1.884167649e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.2852247544	-0.9857106634	0.03650224181	-0.2426444975	0.02287358979	0.1715566579	-0.7114530922
771.6364075141319	0.498937757222393	595422.7454013154	0.2489388855821115	1010.8629799217985	8.067389808506846	65.08277832240012	1021843.9641763784	756.9411007000258	-0.2078334319065788	0.0431947354180665	572959.8299289666	807.0780922922856	623.5182335142066	1.008723	28.275286	0.43138493	0.266934	-0.0080890144	0.1723391744	-0.0665560117	-0.0230875535	0.3063744941	-0.0405028866	-0.0240907955	-0.030233159	0.2491444467	0.1271784585	-0.00577819	0.0273377099999999	3.33874796761e-05	0.000747350388044	0.0971949	0.2513649	0.00944684858601	0.06318431295201	0.125628	0.0713420999999999	0.0157823943839999	0.0050896952324099	-0.00108646	-0.0010129474	1.1803953316e-06	1.02606243516676e-06	-0.00150864	8.318000000000019e-05	2.2759946496e-06	6.9189124000000314e-09	0.00048727	0.000530677	2.81618078329e-07	2.374320529e-07	0.0	0.0	0.0	0.0	0.0	0.0	-0.05811352787	0.2030399178	-0.4433230933	0.460316676	0.6513789691	-0.2153093227	1.126450733
771.9543729353283	0.3179654211963907	595913.5538939758	0.1011020090765981	1011.7183768262244	0.855396904425902	0.7317038641014157	1023574.07400789	756.7714954169455	-0.1696052830802727	0.0287659520487394	572703.0962756	807.8248175488683	624.5671555192666	0.884305	24.787735	0.440181815	0.219424	0.0244673012	0.113246992	-0.0412887992	-0.0627244692	0.1135585524	-0.065071461	-0.1290127655	-0.0688094585	0.1227260521	0.0591418923	-0.00196859	0.0038096	3.875346588100001e-06	1.4513052159999998e-05	-0.0544712	-0.1516661	0.00296711162944	0.02300260588921	0.0368287	-0.0887993	0.0013563531436899	0.00788531568049	5.1677e-05	0.001138137	2.670512329e-09	1.295355830769e-06	0.000710088	0.0022187279999999	5.04224967744e-07	4.922753937983999e-06	-7.40013e-05	-0.0005612713	3.1502547220369e-07	5.476192401690001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.01628891579	0.1432213283	-0.1554143922	-0.4724036015	1.028349894	0.6001905145	0.6860954372
